transaction_id,entity,tr_type,txn_amount,txn_posted_timestamp,account_id,counter_party,balance_after_posted,sender_country,receiver_country,txn_eff_date
1608,HighMark LLC,CREDIT,1011.34,2017-02-26,1,Jennifer Oday,208285.61000000004,North Dakota,New York,2017-02-27
1609,HighMark LLC,CREDIT,3349.76,2017-02-26,1,Edna Niese,211635.37000000005,Virginia,New York,2017-02-27
1610,HighMark LLC,CREDIT,1702.22,2017-02-27,1,Jason Alves,213337.59000000005,Wyoming,New York,2017-02-28
1611,HighMark LLC,CREDIT,2778.12,2017-02-27,1,Mae Gregory,216115.71000000005,Portugal,New York,2017-02-28
1612,HighMark LLC,CREDIT,455.02,2017-02-27,1,Bryan Mui,216570.73000000004,Hawaii,New York,2017-02-28
1613,HighMark LLC,CREDIT,2734.71,2017-02-27,1,Glenda Coots,219305.44000000003,Lithuania,New York,2017-02-28
1614,HighMark LLC,CREDIT,1043.37,2017-02-27,1,Antonette Grace,220348.81000000003,United Kingdom,New York,2017-02-28
1615,HighMark LLC,CREDIT,855.14,2017-02-28,1,Warren Nobles,221203.95000000004,Idaho,New York,2017-03-01
1616,HighMark LLC,CREDIT,844.09,2017-02-28,1,Samuel Carswell,222048.04000000004,Arkansas,New York,2017-03-01
1617,HighMark LLC,CREDIT,2913.2,2017-02-28,1,Gerald Marchant,224961.24000000005,Idaho,New York,2017-03-01
1618,HighMark LLC,CREDIT,4031.84,2017-02-28,1,Louis Nguyen,228993.08000000005,Hungary,New York,2017-03-01
1619,HighMark LLC,CREDIT,3192.17,2017-02-28,1,Victoria Laramie,232185.25000000006,Nebraska,New York,2017-03-01
1620,HighMark LLC,CREDIT,883.64,2017-02-28,1,Lucius Majure,233068.89000000007,Wyoming,New York,2017-03-01
1621,HighMark LLC,CREDIT,457.68,2017-02-28,1,Lois Collier,233526.57000000007,Estonia,New York,2017-03-01
1622,HighMark LLC,CREDIT,2220.72,2017-02-28,1,Malka Cartwright,235747.29000000007,Alabama,New York,2017-03-01
1623,HighMark LLC,CREDIT,347.03,2017-02-28,1,William Stone,236094.32000000007,Bulgaria,New York,2017-03-01
1624,HighMark LLC,CREDIT,936.49,2017-02-28,1,Mike Pickerel,237030.81000000006,North Dakota,New York,2017-03-01
1625,HighMark LLC,CREDIT,1431.21,2017-02-28,1,Bryan Mui,238462.02000000005,Hawaii,New York,2017-03-01
1626,HighMark LLC,CREDIT,1662.43,2017-03-01,1,Maricruz Culver,240124.45000000004,Maine,New York,2017-03-02
1627,HighMark LLC,CREDIT,597.99,2017-03-01,1,Bryan Mui,240722.44000000003,Hawaii,New York,2017-03-02
1628,HighMark LLC,CREDIT,2489.96,2017-03-01,1,Edwin Highshaw,243212.40000000002,Texas,New York,2017-03-02
1629,HighMark LLC,CREDIT,1088.97,2017-03-01,1,Malka Cartwright,244301.37000000002,Alabama,New York,2017-03-02
1630,HighMark LLC,CREDIT,312.94,2017-03-01,1,Brenda Magnuson,244614.31000000003,Austria,New York,2017-03-02
1631,HighMark LLC,CREDIT,2777.91,2017-03-01,1,Loren Burgess,247392.22000000003,Alabama,New York,2017-03-02
1632,HighMark LLC,CREDIT,2303.47,2017-03-01,1,Mark Alexander,249695.69000000003,Pennsylvania,New York,2017-03-02
1633,HighMark LLC,CREDIT,1443.69,2017-03-01,1,Susan Ware,251139.38000000003,New York,New York,2017-03-02
187,HighMark LLC,DEBIT,3650.25,2017-03-02,1,Martha Switzer,247489.13000000003,New York,Montana,2017-03-03
1634,HighMark LLC,CREDIT,1420.43,2017-03-02,1,Katie Spooner,248909.56000000003,New Mexico,New York,2017-03-03
1635,HighMark LLC,CREDIT,1401.49,2017-03-02,1,Louis Nguyen,250311.05000000002,Hungary,New York,2017-03-03
1636,HighMark LLC,CREDIT,680.69,2017-03-02,1,Scott Anzalone,250991.74000000002,New York,New York,2017-03-03
1637,HighMark LLC,CREDIT,2771.95,2017-03-02,1,Barbara Bale,253763.69000000003,Michigan,New York,2017-03-03
1638,HighMark LLC,CREDIT,538.51,2017-03-02,1,John Hill,254302.20000000004,Pennsylvania,New York,2017-03-03
1639,HighMark LLC,CREDIT,622.76,2017-03-02,1,Barbara Hazelrigg,254924.96000000005,Romania,New York,2017-03-03
1640,HighMark LLC,CREDIT,404.28,2017-03-03,1,Linda Henderson,255329.24000000005,Italy,New York,2017-03-04
1641,HighMark LLC,CREDIT,903.85,2017-03-03,1,John Hill,256233.09000000005,Pennsylvania,New York,2017-03-04
1642,HighMark LLC,CREDIT,2377.54,2017-03-03,1,Anthony Barnes,258610.63000000006,Connecticut,New York,2017-03-04
1643,HighMark LLC,CREDIT,3077.53,2017-03-03,1,Loren Burgess,261688.16000000006,Alabama,New York,2017-03-04
198,HighMark LLC,DEBIT,6330.23,2017-03-03,1,Quincy Adamczak,255357.93000000005,New York,New Hampshire,2017-03-04
199,HighMark LLC,DEBIT,2661.23,2017-03-03,1,Dennis Turton,252696.70000000004,New York,Austria,2017-03-04
200,HighMark LLC,DEBIT,5013.19,2017-03-03,1,Stephanie Snook,247683.51000000004,New York,Delaware,2017-03-04
1644,HighMark LLC,CREDIT,252.52,2017-03-03,1,James Gadbois,247936.03000000003,Maryland,New York,2017-03-04
1645,HighMark LLC,CREDIT,537.55,2017-03-04,1,Georgeanna Debem,248473.58000000002,Iowa,New York,2017-03-05
1646,HighMark LLC,CREDIT,552.48,2017-03-04,1,Danny Singh,249026.06000000003,Oklahoma,New York,2017-03-05
1647,HighMark LLC,CREDIT,392.18,2017-03-04,1,William Stone,249418.24000000002,Bulgaria,New York,2017-03-05
1648,HighMark LLC,CREDIT,974.13,2017-03-04,1,Loren Burgess,250392.37000000002,Alabama,New York,2017-03-05
1649,HighMark LLC,CREDIT,1001.85,2017-03-04,1,Lois Snyder,251394.22000000003,Illinois,New York,2017-03-05
1650,HighMark LLC,CREDIT,1096.29,2017-03-04,1,William Deleon,252490.51000000004,Mississippi,New York,2017-03-05
1651,HighMark LLC,CREDIT,2869.44,2017-03-05,1,James Cole,255359.95000000004,Wyoming,New York,2017-03-06
1652,HighMark LLC,CREDIT,276.74,2017-03-05,1,Cheryl Trilli,255636.69000000003,Oregon,New York,2017-03-06
1653,HighMark LLC,CREDIT,1898.41,2017-03-05,1,Anthony Barnes,257535.10000000003,Connecticut,New York,2017-03-06
1654,HighMark LLC,CREDIT,2770.93,2017-03-05,1,Malka Cartwright,260306.03000000003,Alabama,New York,2017-03-06
1655,HighMark LLC,CREDIT,2800.02,2017-03-05,1,Catherine Kleine,263106.05000000005,Maryland,New York,2017-03-06
1656,HighMark LLC,CREDIT,1279.68,2017-03-05,1,Susie Major,264385.73000000004,Kansas,New York,2017-03-06
1657,HighMark LLC,CREDIT,1941.17,2017-03-05,1,John Nguyen,266326.9,Alaska,New York,2017-03-06
1658,HighMark LLC,CREDIT,5832.98,2017-03-05,1,Willie Robinson,272159.88,South Dakota,New York,2017-03-06
1659,HighMark LLC,CREDIT,2218.79,2017-03-05,1,Samuel Carswell,274378.67,Arkansas,New York,2017-03-06
217,HighMark LLC,DEBIT,3661.92,2017-03-05,1,Juanita Caffey,270716.75,New York,Romania,2017-03-06
1660,HighMark LLC,CREDIT,1362.22,2017-03-05,1,Connie Posey,272078.97,Wisconsin,New York,2017-03-06
1661,HighMark LLC,CREDIT,1585.89,2017-03-05,1,John Hill,273664.86,Pennsylvania,New York,2017-03-06
1662,HighMark LLC,CREDIT,270.63,2017-03-06,1,Catherine Kleine,273935.49,Maryland,New York,2017-03-07
1663,HighMark LLC,CREDIT,724.26,2017-03-06,1,Thomas Jones,274659.75,Slovenia,New York,2017-03-07
1664,HighMark LLC,CREDIT,776.42,2017-03-06,1,Barbara Bale,275436.17,Michigan,New York,2017-03-07
1665,HighMark LLC,CREDIT,1052.51,2017-03-06,1,Cheryl Trilli,276488.68,Oregon,New York,2017-03-07
1666,HighMark LLC,CREDIT,2197.42,2017-03-06,1,Sandy Newkirk,278686.1,Czech Republic,New York,2017-03-07
1667,HighMark LLC,CREDIT,336.33,2017-03-06,1,Jennifer Perez,279022.43,France,New York,2017-03-07
1668,HighMark LLC,CREDIT,2778.77,2017-03-06,1,Warren Nobles,281801.2,Idaho,New York,2017-03-07
1669,HighMark LLC,CREDIT,3725.25,2017-03-07,1,Ronald Mills,285526.45,Netherlands,New York,2017-03-08
